В среднем депозитов в руб. на человека
2014-01-15,238985
2014-02-15,242740
2014-03-15,242745
2014-04-15,244040
2014-05-15,245362
2014-06-15,247716
2014-07-15,251069
2014-08-15,253671
2014-09-15,253786
2014-10-15,256059
2014-11-15,264801
2014-12-15,274719
2015-01-15,284256
2015-02-15,281789
2015-03-15,288541
2015-04-15,288901
2015-05-15,297425
2015-06-15,304202
2015-07-15,311350
2015-08-15,324299
2015-09-15,328408
2015-10-15,329937
2015-11-15,335704
2015-12-15,347410
2016-01-15,346837
2016-02-15,349425
2016-03-15,344627
2016-04-15,344416
2016-05-15,352506
2016-06-15,357095
2016-07-15,366221
2016-08-15,366655
2016-09-15,367759
2016-10-15,369861
2016-11-15,374338
2016-12-15,373415
2017-01-15,372485
2017-02-15,372814
2017-03-15,370118
2017-04-15,376755
2017-05-15,380838
2017-06-15,386432
2017-07-15,390676
2017-08-15,395312
2017-09-15,395070
