Средние расходы по картам
2014-01-15,6927
2014-02-15,6427
2014-03-15,7422
2014-04-15,6910
2014-05-15,7142
2014-06-15,7376
2014-07-15,7609
2014-08-15,7621
2014-09-15,7924
2014-10-15,7853
2014-11-15,7655
2014-12-15,10139
2015-01-15,7241
2015-02-15,7144
2015-03-15,7911
2015-04-15,7600
2015-05-15,7767
2015-06-15,8126
2015-07-15,8478
2015-08-15,8640
2015-09-15,8183
2015-10-15,8457
2015-11-15,8286
2015-12-15,9667
2016-01-15,8342
2016-02-15,8289
2016-03-15,8930
2016-04-15,8919
2016-05-15,8963
2016-06-15,9448
2016-07-15,9512
2016-08-15,10135
2016-09-15,9460
2016-10-15,10136
2016-11-15,9665
2016-12-15,11282
2017-01-15,9648
2017-02-15,9321
2017-03-15,10417
2017-04-15,10010
2017-05-15,11083
2017-06-15,10895
2017-07-15,11377
2017-08-15,11581
2017-09-15,11165
