Средняя пенсия
2014-01-15,11812
2014-02-15,11699
2014-03-15,11700
2014-04-15,13855
2014-05-15,10629
2014-06-15,11820
2014-07-15,11826
2014-08-15,13120
2014-09-15,11836
2014-10-15,12126
2014-11-15,11473
2014-12-15,23701
2015-01-15,10033
2015-02-15,12858
2015-03-15,13065
2015-04-15,14996
2015-05-15,11852
2015-06-15,12867
2015-07-15,13742
2015-08-15,12842
2015-09-15,12937
2015-10-15,13402
2015-11-15,12985
2015-12-15,26129
2016-01-15,4367
2016-02-15,13541
2016-03-15,14439
2016-04-15,15068
2016-05-15,12940
2016-06-15,13905
2016-07-15,13168
2016-08-15,13712
2016-09-15,14571
2016-10-15,13134
2016-11-15,13717
2016-12-15,15802
2017-01-15,16469
2017-02-15,14052
2017-03-15,15415
2017-04-15,14090
2017-05-15,14111
2017-06-15,14146
2017-07-15,13630
2017-08-15,14221
2017-09-15,14252
