В среднем руб. на текущем счете на человека
2014-01-15,15674
2014-02-15,16084
2014-03-15,16153
2014-04-15,16914
2014-05-15,16769
2014-06-15,17145
2014-07-15,17012
2014-08-15,17293
2014-09-15,16983
2014-10-15,16741
2014-11-15,16832
2014-12-15,17312
2015-01-15,15104
2015-02-15,15222
2015-03-15,14839
2015-04-15,15654
2015-05-15,15345
2015-06-15,15659
2015-07-15,15847
2015-08-15,15374
2015-09-15,15340
2015-10-15,15236
2015-11-15,15468
2015-12-15,19195
2016-01-15,15934
2016-02-15,16451
2016-03-15,16869
2016-04-15,17666
2016-05-15,17978
2016-06-15,18554
2016-07-15,18398
2016-08-15,18566
2016-09-15,18390
2016-10-15,18099
2016-11-15,17811
2016-12-15,19011
2017-01-15,18812
2017-02-15,19072
2017-03-15,19258
2017-04-15,19202
2017-05-15,19386
2017-06-15,20328
2017-07-15,20573
2017-08-15,20557
2017-09-15,20265
