Количество заявок на ипотечные кредиты
2013-01-15,768
2013-02-15,999
2013-03-15,1522
2013-04-15,1837
2013-05-15,1616
2013-06-15,1451
2013-07-15,1983
2013-08-15,2271
2013-09-15,1607
2013-10-15,1819
2013-11-15,1693
2013-12-15,1722
2014-01-15,1483
2014-02-15,2035
2014-03-15,2230
2014-04-15,2910
2014-05-15,2381
2014-06-15,2510
2014-07-15,2195
2014-08-15,2236
2014-09-15,2225
2014-10-15,2367
2014-11-15,2121
2014-12-15,2903
2015-01-15,822
2015-02-15,1009
2015-03-15,1330
2015-04-15,1920
2015-05-15,1375
2015-06-15,1610
2015-07-15,1892
2015-08-15,2038
2015-09-15,1924
2015-10-15,1865
2015-11-15,1789
2015-12-15,1980
2016-01-15,1371
2016-02-15,2339
2016-03-15,1946
2016-04-15,1939
2016-05-15,1560
2016-06-15,1798
2016-07-15,1808
2016-08-15,2141
2016-09-15,1937
2016-10-15,1799
2016-11-15,2032
2016-12-15,2291
2017-01-15,1669
2017-02-15,1991
2017-03-15,2643
2017-04-15,2421
2017-05-15,2316
2017-06-15,2360
2017-07-15,2499
2017-08-15,3455
2017-09-15,3318
