Средняя сумма заявки на потребительский кредит
2013-01-15,203312
2013-02-15,223656
2013-03-15,219468
2013-04-15,221022
2013-05-15,220436
2013-06-15,207166
2013-07-15,206402
2013-08-15,227791
2013-09-15,231272
2013-10-15,237839
2013-11-15,238077
2013-12-15,230628
2014-01-15,223071
2014-02-15,236752
2014-03-15,229979
2014-04-15,221786
2014-05-15,223835
2014-06-15,210427
2014-07-15,205205
2014-08-15,204202
2014-09-15,200277
2014-10-15,185959
2014-11-15,181346
2014-12-15,197331
2015-01-15,183519
2015-02-15,180471
2015-03-15,183503
2015-04-15,183470
2015-05-15,177691
2015-06-15,184551
2015-07-15,177163
2015-08-15,171453
2015-09-15,170551
2015-10-15,199984
2015-11-15,194053
2015-12-15,218329
2016-01-15,219555
2016-02-15,224821
2016-03-15,209043
2016-04-15,208954
2016-05-15,207052
2016-06-15,196010
2016-07-15,199453
2016-08-15,214043
2016-09-15,211853
2016-10-15,211675
2016-11-15,213556
2016-12-15,211259
2017-01-15,228500
2017-02-15,231120
2017-03-15,225639
2017-04-15,243341
2017-05-15,235668
2017-06-15,242871
2017-07-15,229051
2017-08-15,222058
2017-09-15,223808
